"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_395000000A_001461","矮仔成蝦仁飯","臺南市","中西區","臺南市中西區海安路一段66號","(06)2201897","週一~週日08:30–19:30，週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1461/","交通部觀光署: 2022-12-05T15:40:32+08:00 | 臺南旅遊網: 2022-12-05T15:40:32.98","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:56+00:00","2026-09-12T21:47:56+00:00"
"Restaurant_395000000A_001464","黃家蝦捲","臺南市","中西區","臺南市中西區西和路268號","(06)3506209","週一~週日14:30~20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1464/","交通部觀光署: 2022-12-05T15:40:35+08:00 | 臺南旅遊網: 2022-12-05T15:40:35.61","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:57+00:00","2026-09-12T21:47:57+00:00"
"Restaurant_395000000A_001465","上海華都小吃","臺南市","中西區","臺南市中西區民權路二段28號","(06)2216268","週一~週日10:30–14:30、16:30–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1465/","交通部觀光署: 2022-12-05T15:40:37+08:00 | 臺南旅遊網: 2022-12-05T15:40:37.693","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:58+00:00","2026-09-12T21:47:58+00:00"
"Restaurant_395000000A_001467","饗食天堂(台南西門店)","臺南市","中西區","臺南市中西區西門路一段658-1號","(06)2141688","週一~週日11:30~14:00、14:20~16:20、17:30~21:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1467/","交通部觀光署: 2022-12-05T15:40:40+08:00 | 臺南旅遊網: 2022-12-05T15:40:40.377","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:59+00:00","2026-09-12T21:47:59+00:00"
"Restaurant_395000000A_001472","伊莉的店 慶中街店","臺南市","中西區","臺南市中西區慶中街108號","(06)2148701","週二~週日07:30–17:00，週一休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1472/","交通部觀光署: 2022-12-05T15:40:43+08:00 | 臺南旅遊網: 2022-12-05T15:40:43.487","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:00+00:00","2026-09-12T21:48:00+00:00"
"Restaurant_395000000A_001477","窄門咖啡館","臺南市","中西區","臺南市中西區南門路67號2樓","(06)2110508","週一~週五11:00–20:30週六~週日10:30–22:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1477/","交通部觀光署: 2022-12-05T15:40:44+08:00 | 臺南旅遊網: 2022-12-05T15:40:44.93","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:01+00:00","2026-09-12T21:48:01+00:00"
"Restaurant_395000000A_001479","阿烏咖啡","臺南市","中西區","臺南市中西區開山路201號","(06)2142238","週二~週日09:00–16:00，週一休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1479/","交通部觀光署: 2022-12-05T15:40:48+08:00 | 臺南旅遊網: 2022-12-05T15:40:48.21","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:02+00:00","2026-09-12T21:48:02+00:00"
"Restaurant_395000000A_001480","尚品咖啡-台南南門店","臺南市","中西區","臺南市中西區南門路233-6號","(06)2151150","週一~週日08:00–23:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1480/","交通部觀光署: 2022-12-05T15:40:50+08:00 | 臺南旅遊網: 2022-12-05T15:40:50.727","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:03+00:00","2026-09-12T21:48:03+00:00"
"Restaurant_395000000A_001483","小公園擔仔麵","臺南市","中西區","臺南市中西區西門路二段321號","(06)2265495","週一~週日16:30–00:00，週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1483/","交通部觀光署: 2022-12-05T15:40:53+08:00 | 臺南旅遊網: 2022-12-05T15:40:53.023","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:04+00:00","2026-09-12T21:48:04+00:00"
"Restaurant_395000000A_001484","江川肉燥飯","臺南市","中西區","臺南市中西區民族路三段19號","(06)2285397","週一~週日07:30~19:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1484/","交通部觀光署: 2022-12-05T15:40:54+08:00 | 臺南旅遊網: 2022-12-05T15:40:54.607","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:05+00:00","2026-09-12T21:48:05+00:00"
"Restaurant_395000000A_001485","真正紅燒土魠","臺南市","中西區","臺南市中西區民族路二段46號","(06)2283453","週一~週日11:00~22:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1485/","交通部觀光署: 2022-12-05T15:40:56+08:00 | 臺南旅遊網: 2022-12-05T15:40:56.847","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:06+00:00","2026-09-12T21:48:06+00:00"
"Restaurant_395000000A_001486","清子香腸熟肉","臺南市","中西區","臺南市中西區民族路二段248號","(06)2206158","週一~週日11:00~20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1486/","交通部觀光署: 2022-12-05T15:40:59+08:00 | 臺南旅遊網: 2022-12-05T15:40:59.15","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:07+00:00","2026-09-12T21:48:07+00:00"
"Restaurant_395000000A_001488","阿鳳浮水虱目魚羹","臺南市","中西區","臺南市中西區保安路59號","(06)2256646","週一~週日07:00~00:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1488/","交通部觀光署: 2022-12-05T15:41:04+08:00 | 臺南旅遊網: 2022-12-05T15:41:04.163","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:08+00:00","2026-09-12T21:48:08+00:00"
"Restaurant_395000000A_001489","森茂碗粿(開山店)","臺南市","中西區","臺南市中西區開山路317號","(06)2143389","週一~週日 07:00–19:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1489/","交通部觀光署: 2020-02-17T14:28:21+08:00 | 臺南旅遊網: 2020-02-17T14:28:21.687","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:09+00:00","2026-09-12T21:48:09+00:00"
"Restaurant_395000000A_001491","禧樂米糕","臺南市","中西區","臺南市中西區府前路一段251號","(06)2148628","週三~週日10:30–18:00，週一~週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1491/","交通部觀光署: 2022-12-05T15:41:07+08:00 | 臺南旅遊網: 2022-12-05T15:41:07.153","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:10+00:00","2026-09-12T21:48:10+00:00"
"Restaurant_395000000A_001492","阿浚師魯麵","臺南市","中西區","臺南市中西區民族路二段369號","(06)2240344","週一~週日10:00–20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1492/","交通部觀光署: 2022-12-05T15:41:09+08:00 | 臺南旅遊網: 2022-12-05T15:41:09.27","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:11+00:00","2026-09-12T21:48:11+00:00"
"Restaurant_395000000A_001494","永樂燒肉飯","臺南市","中西區","臺南市中西區民族路三段16號","(06)2281516","週一~週日10:00~21:00，週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1494/","交通部觀光署: 2022-12-05T15:41:11+08:00 | 臺南旅遊網: 2022-12-05T15:41:11.17","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:12+00:00","2026-09-12T21:48:12+00:00"
"Restaurant_395000000A_001496","落成米糕","臺南市","中西區","臺南市中西區民族路二段241號","(06)2280874","週一~週日10:30–20:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1496/","交通部觀光署: 2022-12-05T15:41:13+08:00 | 臺南旅遊網: 2022-12-05T15:41:13.28","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:13+00:00","2026-09-12T21:48:13+00:00"
"Restaurant_395000000A_001497","永記虱目魚丸","臺南市","中西區","臺南市中西區開山路82-1號","(06)2223325","週一~週六06:30~13:00，週日休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1497/","交通部觀光署: 2022-12-05T15:41:16+08:00 | 臺南旅遊網: 2022-12-05T15:41:16.56","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:15+00:00","2026-09-12T21:48:15+00:00"
"Restaurant_395000000A_001498","福記肉圓","臺南市","中西區","臺南市中西區府前路一段299號","(06)2158199","週一~週日11:00–20:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1498/","交通部觀光署: 2022-12-05T15:41:19+08:00 | 臺南旅遊網: 2022-12-05T15:41:19.58","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:16+00:00","2026-09-12T21:48:16+00:00"
"Restaurant_395000000A_001499","保安路米糕","臺南市","中西區","臺南市中西區保安路16號","(06)2248112","週一~週日10:00~22:00，週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1499/","交通部觀光署: 2022-12-05T15:41:22+08:00 | 臺南旅遊網: 2022-12-05T15:41:22.827","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:16+00:00","2026-09-12T21:48:16+00:00"
"Restaurant_395000000A_001500","俊吉當歸鴨","臺南市","東區","臺南市東區裕信路302號","(06)2381815","週一~週日11:00~22:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1500/","交通部觀光署: 2024-10-14T14:43:25+08:00 | 臺南旅遊網: 2024-10-14T14:43:25.81","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:17+00:00","2026-09-12T21:48:17+00:00"
"Restaurant_395000000A_001501","義珍肉脯舖","臺南市","東區","臺南市東區裕農路616號","(06)2683747","週一~週六08:00–14:00、16:00–20:00，週日休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1501/","交通部觀光署: 2022-12-05T15:41:24+08:00 | 臺南旅遊網: 2022-12-05T15:41:24.453","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:18+00:00","2026-09-12T21:48:18+00:00"
"Restaurant_395000000A_001503","上海好味道小籠湯包","臺南市","東區","臺南市東區東安路26號","(06)2081601","週一~週日10:30–23:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1503/","交通部觀光署: 2022-12-05T15:41:26+08:00 | 臺南旅遊網: 2022-12-05T15:41:26.077","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:19+00:00","2026-09-12T21:48:19+00:00"
"Restaurant_395000000A_001504","上富小吃店","臺南市","東區","臺南市東區大同路一段142號","(06)2131503","週一~週日11:45–20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1504/","交通部觀光署: 2024-10-14T14:58:37+08:00 | 臺南旅遊網: 2024-10-14T14:58:37.873","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:20+00:00","2026-09-12T21:48:20+00:00"
"Restaurant_395000000A_001506","庫肯花園餐廳","臺南市","東區","臺南市東區大學路22巷1號","(06)2352201","週一~週日11:30–15:00、17:30–20:45","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1506/","交通部觀光署: 2022-12-05T15:41:33+08:00 | 臺南旅遊網: 2022-12-05T15:41:33.997","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:21+00:00","2026-09-12T21:48:21+00:00"
"Restaurant_395000000A_001509","阿地牛排館","臺南市","南區","臺南市南區明興路62號","(06)2612768","週一~週日11:00–23:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1509/","交通部觀光署: 2022-12-05T15:41:35+08:00 | 臺南旅遊網: 2022-12-05T15:41:35.65","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:22+00:00","2026-09-12T21:48:22+00:00"
"Restaurant_395000000A_001510","轉角餐廳 Corner Steak House","臺南市","東區","臺南市東區大學路22巷12號","(06)2754321","週一~週日11:30–14:00、17:30–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1510/","交通部觀光署: 2022-12-05T15:41:37+08:00 | 臺南旅遊網: 2022-12-05T15:41:37.15","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:23+00:00","2026-09-12T21:48:23+00:00"
"Restaurant_395000000A_001511","繆思義式餐坊","臺南市","北區","臺南市北區北園街8巷58號","(06)2363918","週一~週日11:30–14:00、17:00–21:00，週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1511/","交通部觀光署: 2022-12-05T15:41:39+08:00 | 臺南旅遊網: 2022-12-05T15:41:39.807","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:24+00:00","2026-09-12T21:48:24+00:00"
"Restaurant_395000000A_001516","永林綜合料理台南本店 Yonlin Restaurant","臺南市","東區","臺南市東區東豐路441號","(06)2093462","週一~週日10:00~24:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1516/","交通部觀光署: 2022-12-05T15:41:41+08:00 | 臺南旅遊網: 2022-12-05T15:41:41.503","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:25+00:00","2026-09-12T21:48:25+00:00"
"Restaurant_395000000A_001517","水缸豆花","臺南市","東區","臺南市東區崇善路255號","(06)2883898","週一~週日11:00~21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1517/","交通部觀光署: 2022-12-05T15:41:44+08:00 | 臺南旅遊網: 2022-12-05T15:41:44.697","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:26+00:00","2026-09-12T21:48:26+00:00"
"Restaurant_395000000A_001518","大同包子店","臺南市","中西區","臺南市中西區府連路14號","(06)2141008","週一~週日05:30–19:30，週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1518/","交通部觀光署: 2022-12-05T15:41:46+08:00 | 臺南旅遊網: 2022-12-05T15:41:46.973","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:48:27+00:00","2026-09-12T21:48:27+00:00"
"Restaurant_395000000A_001519","千香麥香雞專賣店","臺南市","東區","臺南市東區東安路217號","(06)2363303","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:41:49+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001521","香港朱記茶水灘","臺南市","南區","臺南市南區大同路二段188號","(06)2139998","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001524","桃山日式餐廳","臺南市","南區","臺南市南區健康路二段460號","(06)2614163","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:41:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001527","老鄧牛肉麵","臺南市","南區","臺南市南區大成路一段79號","(06)2645435","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:41:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001528","主恩之家刀削麵","臺南市","南區","臺南市南區文南路330號","(06)2631222","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:41:56+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001532","海龍肉粽","臺南市","中西區","臺南市中西區金華路四段134號","(06)2252711","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:41:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001533","阿秀古早味肉粽","臺南市","北區","臺南市北區海安路三段71巷17號","(06)2232383","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:01+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001534","華興鱔魚意麵","臺南市","北區","臺南市北區公園路840號","(06)2523919","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001535","茂記黑豆花大王","臺南市","安平區","臺南市安平區安北路441號","(06)3911373","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:03:55+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001536","甜在心咖啡館","臺南市","北區","臺南市北區北忠街58巷12號","(06)2268168","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001538","林家-碗開富粿","臺南市","北區","臺南市北區開元路148巷7號","(06)2368417","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:10+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001539","安徒生咖啡館","臺南市","北區","臺南市北區東豐路249號","(06)2366771","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001541","陳家蚵捲","臺南市","安平區","臺南市安平區安平路786號","(06)2229661","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:15+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001543","詠純冰品","臺南市","安平區","臺南市安平區慶平路743號","(06)2990678","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001544","台邦商旅-帕莎西餐廳","臺南市","安平區","臺南市安平區永華二街197號","(06)2932888","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:04:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001549","富霖宴會館-港式飲茶","臺南市","安平區","臺南市安平區華平路458號","(06)2937299","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-11-30T12:00:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001554","桂記手工水餃館","臺南市","安南區","臺南市安南區宜居路131號","(06)3584270","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001556","阿銘鱔魚意麵","臺南市","北區","臺南市北區開元路192號","(06)2353847","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001557","億達食品企業有限公司","臺南市","永康區","臺南市永康區環工路15號之3","(06)2012853","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:26+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001558","王西勢食品行","臺南市","永康區","臺南市永康區富強路一段326號","(06)2058563","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:27+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001559","喜多鄉味肉粽","臺南市","永康區","臺南市永康區中山北路50號","(06)2722357","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001560","阿麗阿珍花生糖","臺南市","永康區","臺南市永康區民族路328號","(06)2713886","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001561","大灣阿茂阿豪花生糖","臺南市","永康區","臺南市永康區民族路320號","(06)2050071","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:30+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001563","陳記大灣粿仔","臺南市","永康區","臺南市永康區大灣路243號","0931154091","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:33+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001564","施家羊肉","臺南市","歸仁區","臺南市歸仁區復興路76號","(06)2305563","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:36+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001565","謝清受蚵仔粥","臺南市","歸仁區","臺南市歸仁區中山路一段513號","(06)2304101","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001567","銘記煎粿","臺南市","歸仁區","臺南市歸仁區復興路76號","(06)2303755","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001570","一心山羊肉","臺南市","新化區","臺南市新化區中興路810號","(06)5900421","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-11-08T08:15:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001571","瓜瓜園地瓜生態故事館(觀光工廠)","臺南市","新化區","台南市新化區中正路65-1號","(06)5902966","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-11-30T12:00:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001572","東發號春捲","臺南市","新化區","臺南市新化區信義街239號(新化市場內)","(06)5900300","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001574","崙頂仔肉粿","臺南市","新化區","臺南市新化區和平街171號","0982586383","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001575","福仔米糕","臺南市","玉井區","臺南市玉井區中華路44號","(06)5741788","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:43+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001576","老牛伯豬血豬肺粿專賣店","臺南市","玉井區","臺南市玉井區中正路100巷30號","(06)5743521","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:45+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001577","山龍亭蛇肉店","臺南市","玉井區","臺南市玉井區望明里劉陳32號","(06)5743968","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001578","玉井之門食品行","臺南市","楠西區","臺南市楠西區茄拔路125號","(06)5755918","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-12-31T10:18:41+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001579","福來梅仔雞","臺南市","楠西區","臺南市楠西區灣丘村梅嶺32-3號","(06)5753658","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:03:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001581","大眾餐飲","臺南市","楠西區","臺南市楠西區梅嶺風景區32號","(06)5752598","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:50+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001582","太山梅子雞","臺南市","楠西區","臺南市楠西區灣丘里梅嶺4號","(06)5751931","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-03-04T12:02:01+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001586","牛稠埔肉粽","臺南市","關廟區","臺南市關廟區中正路168號","(06)5951860","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-03-04T12:02:02+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001588","阿輝土雞城鳳梨苦瓜雞","臺南市","關廟區","臺南市關廟區中正路20巷1號","(06)5959922","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001589","克義小吃","臺南市","關廟區","臺南市關廟區市場北街","(06)5960292","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:42:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001591","乙旺魯麵","臺南市","關廟區","臺南市關廟區忠孝街68號","(06)5963234","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001592","新埔米粿","臺南市","關廟區","臺南市關廟區中山路二段107號","(06)5961310","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:02+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001593","鴨肉大王","臺南市","官田區","臺南市官田區二鎮里二鎮97號","(06)6980195","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
